project_code,major_name,plan_end_time,project_tag,profession_tag,sum of danger_number,count of risk_level=1,count of risk_level=2,count of risk_level=3
HRZD-CZGY-01,消防专业,2020/10/29 0:00,有巢公寓北京亦庄文化园店,长租公寓,42,7,34,1
HRZD-CZGY-01,电梯专业,2020/10/29 0:00,有巢公寓北京亦庄文化园店,长租公寓,27,6,19,2
HRZD-CZGY-02,消防专业,2020/11/2 0:00,有巢公寓大连考拉住区店,长租公寓,16,2,14,0
HRZD-CZGY-02,电梯专业,2020/11/2 0:00,有巢公寓大连考拉住区店,长租公寓,23,4,17,2
HRZD-CZGY-03,消防专业,2020/11/4 0:00,有巢公馆上海三林店,长租公寓,26,7,16,3
HRZD-CZGY-03,电梯专业,2020/11/4 0:00,有巢公馆上海三林店,长租公寓,25,10,11,4
HRZD-CZGY-04,消防专业,2020/11/5 0:00,有巢公寓余姚五彩城店,长租公寓,23,5,17,1
HRZD-CZGY-04,电梯专业,2020/11/5 0:00,有巢公寓余姚五彩城店,长租公寓,28,5,22,1
HRZD-CZGY-05,消防专业,2020/11/6 0:00,宁波彩虹北路店,长租公寓,26,5,16,5
HRZD-CZGY-05,电梯专业,2020/11/6 0:00,宁波彩虹北路店,长租公寓,35,15,18,2
HRZD-CZGY-06,消防专业,2020/11/8 0:00,深圳留仙洞门店,长租公寓,45,10,26,9
HRZD-CZGY-06,电梯专业,2020/11/8 0:00,深圳留仙洞门店,长租公寓,28,9,14,5
HRZD-HD-SH-001-01,其他专业,2020/3/20 0:00,上海万象城,综合体,77,37,18,10
HRZD-HD-SH-001-01,消防专业,2020/3/20 0:00,上海万象城,综合体,10,4,3,3
HRZD-HD-SH-001-01,燃气专业,2020/3/20 0:00,上海万象城,综合体,11,3,6,1
SHSDGC-ZRH-2020-01,消防专业,2020/11/6 0:00,上海时代广场,综合体,426,54,309,63
SHSDGC-ZRH-2020-01,电梯专业,2020/11/6 0:00,上海时代广场,综合体,53,10,31,12
SHSDGC-ZRH-2020-01,电气专业,2020/11/6 0:00,上海时代广场,综合体,88,12,63,13
TEST009,其他专业,2020/4/27 0:00,光明安全检查项目,在建工程,11,10,1,0
TEST009,在建专业,2020/4/27 0:00,光明安全检查项目,在建工程,15,13,2,0
TEST009,消防专业,2020/4/27 0:00,光明安全检查项目,在建工程,1,0,1,0
WH(DL)-2004-L01-A01-001-001,其他专业,2020/4/17 0:00,鞍山万象汇,综合体,107,32,67,5
WH(DL)-2004-L01-A01-001-001,水务专业,2020/4/17 0:00,鞍山万象汇,综合体,1,1,0,0
WH(DL)-2004-L01-A01-001-001,消防专业,2020/4/17 0:00,鞍山万象汇,综合体,169,15,45,16
WH(DL)-2004-L01-A01-001-001,燃气专业,2020/4/17 0:00,鞍山万象汇,综合体,8,0,2,6
WH(DL)-2004-L01-A01-001-001,电梯专业,2020/4/17 0:00,鞍山万象汇,综合体,39,6,27,6
WH(DL)-2004-L01-A01-004-001,其他专业,2020/4/17 0:00,沈阳万象城,综合体,17,13,4,0
WH(DL)-2004-L01-A01-004-001,水务专业,2020/4/17 0:00,沈阳万象城,综合体,4,0,1,0
WH(DL)-2004-L01-A01-004-001,消防专业,2020/4/17 0:00,沈阳万象城,综合体,78,8,35,4
WH(DL)-2004-L01-A01-004-001,燃气专业,2020/4/17 0:00,沈阳万象城,综合体,5,1,4,0
WH(DL)-2004-L01-A01-004-001,电梯专业,2020/4/17 0:00,沈阳万象城,综合体,22,4,17,1
WH(DL)-2004-L01-B01-000-001,在建专业,2020/4/4 0:00,万科尚都会,在建工程,84,30,40,9
WH(DL)-2004-L01-B01-000-001,水务专业,2020/4/4 0:00,万科尚都会,在建工程,1,0,0,1
WH(DL)-2004-L01-B01-000-001,消防专业,2020/4/4 0:00,万科尚都会,在建工程,1,0,1,0
WH(DL)-2004-L01-B01-000-001,电气专业,2020/4/4 0:00,万科尚都会,在建工程,1,1,0,0
YHSW-2003-J-001-002,其他专业,2020/3/25 0:00,广州项目,水务,10,6,1,3
YHSW-2003-J-001-002,在建专业,2020/3/25 0:00,广州项目,水务,12,7,5,0
YHSW-2003-J-001-002,消防专业,2020/3/25 0:00,广州项目,水务,15,0,15,0
YHSW-2003-J-001-003,其他专业,2020/3/26 0:00,东莞项目,水务,40,39,0,0
YHSW-2003-J-001-003,在建专业,2020/3/26 0:00,东莞项目,水务,5,5,0,0
ZRH(ZB)-000-000-000,消防专业,2020/9/15 0:00,拈花湾景区,景区,130,17,99,14
ZRH(ZB)-000-000-000,电梯专业,2020/9/15 0:00,拈花湾景区,景区,28,8,14,6
ZRH(ZB)-000-000-000,电气专业,2020/9/15 0:00,拈花湾景区,景区,31,6,20,5
ZRH(ZB)-000-000-000-02,消防专业,2020/9/15 0:00,拈花湾景区,景区,71,15,46,10
ZRH(ZB)-000-000-000-02,电梯专业,2020/9/15 0:00,拈花湾景区,景区,28,4,15,9
ZRH(ZB)-000-000-000-02,电气专业,2020/9/15 0:00,拈花湾景区,景区,30,9,18,3
ZRH(ZB)-1805-L01-B01-000-05,其他专业,2020/4/18 0:00,昆山万象汇,综合体,1,0,1,0
ZRH(ZB)-1805-L01-B01-000-05,暖通专业,2020/4/18 0:00,昆山万象汇,综合体,1,0,1,0
ZRH(ZB)-1805-L01-B01-000-05,消防专业,2020/4/18 0:00,昆山万象汇,综合体,42,12,22,8
ZRH(ZB)-1805-L01-B01-000-05,电气专业,2020/4/18 0:00,昆山万象汇,综合体,1,1,0,0
ZRH(ZB)-1805-L01-B01-000-058,其他专业,2020/3/27 0:00,西安体育会展中心,会展,20,4,12,4
ZRH(ZB)-1805-L01-B01-000-058,消防专业,2020/3/27 0:00,西安体育会展中心,会展,21,2,11,4
ZRH(ZB)-1805-L01-B01-000-059,其他专业,2020/4/15 0:00,哈尔滨万象汇,综合体,1,0,1,0
ZRH(ZB)-1805-L01-B01-000-059,消防专业,2020/4/15 0:00,哈尔滨万象汇,综合体,27,5,15,7
ZRH(ZB)-1805-L01-B01-000-059,燃气专业,2020/4/15 0:00,哈尔滨万象汇,综合体,6,0,5,1
ZRH(ZB)-1805-L01-B01-000-059-03,燃气专业,2020/4/17 0:00,济南万象城,综合体,7,0,7,0
ZRH(ZB)-1805-L01-B01-000-059-04,在建专业,2020/4/17 0:00,合肥庐阳万象汇,综合体,2,1,1,0
ZRH(ZB)-1805-L01-B01-000-059-04,消防专业,2020/4/17 0:00,合肥庐阳万象汇,综合体,31,5,19,6
ZRH(ZB)-1903-L01-B01-000-018,其他专业,2020/5/5 0:00,长春配送中心(日日顺-绿园-大家电),仓储物流,32,0,32,0
ZRH(ZB)-1903-L01-B01-000-018,消防专业,2020/5/5 0:00,长春配送中心(日日顺-绿园-大家电),仓储物流,1,0,0,1
ZRH(ZB)-1903-L01-B01-000-018,电气专业,2020/5/5 0:00,长春配送中心(日日顺-绿园-大家电),仓储物流,15,0,14,0
ZRH(ZB)-1903-L01-B01-000-019,其他专业,2020/5/6 0:00,菜鸟大件长春安得仓,仓储物流,19,17,2,0
ZRH(ZB)-1903-L01-B01-000-020,其他专业,2020/5/8 0:00,沈阳配送中心(日日顺-沈北-大家电),仓储物流,19,8,8,1
ZRH(ZB)-1903-L01-B01-000-020,在建专业,2020/5/8 0:00,沈阳配送中心(日日顺-沈北-大家电),仓储物流,3,0,0,3
ZRH(ZB)-1903-L01-B01-000-020,消防专业,2020/5/8 0:00,沈阳配送中心(日日顺-沈北-大家电),仓储物流,7,1,6,0
ZRH(ZB)-1903-L01-B01-000-020,电梯专业,2020/5/8 0:00,沈阳配送中心(日日顺-沈北-大家电),仓储物流,2,1,0,1
ZRH(ZB)-1903-L01-B01-000-020,电气专业,2020/5/8 0:00,沈阳配送中心(日日顺-沈北-大家电),仓储物流,67,0,56,0
ZRH(ZB)-1903-L01-B01-000-021,其他专业,2020/5/9 0:00,菜鸟大件沈阳安得仓&菜鸟大件标品沈阳安得仓,仓储物流,8,8,0,0
ZRH(ZB)-1903-L01-B01-000-021,消防专业,2020/5/9 0:00,菜鸟大件沈阳安得仓&菜鸟大件标品沈阳安得仓,仓储物流,1,1,0,0
ZRH(ZB)-1903-L01-B01-000-021,电气专业,2020/5/9 0:00,菜鸟大件沈阳安得仓&菜鸟大件标品沈阳安得仓,仓储物流,86,0,69,4
ZRH(ZB)-1903-L01-B01-000-022,其他专业,2020/5/10 0:00,东北浑南心怡3号仓,仓储物流,4,0,4,0
ZRH(ZB)-1903-L01-B01-000-022,消防专业,2020/5/10 0:00,东北浑南心怡3号仓,仓储物流,2,0,2,0
ZRH(ZB)-1903-L01-B01-000-023,其他专业,2020/5/11 0:00,心怡沈阳商超仓,仓储物流,6,5,1,0
ZRH(ZB)-1903-L01-B01-000-023,电气专业,2020/5/11 0:00,心怡沈阳商超仓,仓储物流,49,30,18,1
ZRH(ZB)-1903-L01-B01-000-024,其他专业,2020/5/12 0:00,东北浑南北领2号&3号仓,仓储物流,19,14,0,5
ZRH(ZB)-1903-L01-B01-000-024,消防专业,2020/5/12 0:00,东北浑南北领2号&3号仓,仓储物流,6,0,5,1
ZRH(ZB)-1903-L01-B01-000-024,电气专业,2020/5/12 0:00,东北浑南北领2号&3号仓,仓储物流,14,0,14,0
ZRH(ZB)-1903-L01-B01-000-025,电气专业,2020/5/13 0:00,菜鸟大件沈阳苏宁仓,仓储物流,11,0,1,10
ZRH(ZB)-1903-L01-B01-000-026,其他专业,2020/5/14 0:00,东北浑南北领仓,仓储物流,2,2,0,0
ZRH(ZB)-1903-L01-B01-000-026,消防专业,2020/5/14 0:00,东北浑南北领仓,仓储物流,66,66,0,0
ZRH(ZB)-1903-L01-B01-000-027,其他专业,2020/5/16 0:00,大连配送中心(日日顺-甘井子-大家电),仓储物流,2,2,0,0
ZRH(ZB)-1903-L01-B01-000-027,电气专业,2020/5/16 0:00,大连配送中心(日日顺-甘井子-大家电),仓储物流,46,0,13,33
ZRH(ZB)-1903-L01-B01-000-028,其他专业,2020/5/7 0:00,菜鸟武汉金口仓储检查项目,仓储物流,3,2,1,0
ZRH(ZB)-1903-L01-B01-000-028,在建专业,2020/5/7 0:00,菜鸟武汉金口仓储检查项目,仓储物流,1,1,0,0
ZRH(ZB)-1903-L01-B01-000-028,消防专业,2020/5/7 0:00,菜鸟武汉金口仓储检查项目,仓储物流,47,13,28,6
ZRH(ZB)-1903-L01-B01-000-028,电气专业,2020/5/7 0:00,菜鸟武汉金口仓储检查项目,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-029,在建专业,2020/5/11 0:00,心怡沈阳商超仓-整箱仓,仓储物流,5,5,0,0
ZRH(ZB)-1903-L01-B01-000-029,电气专业,2020/5/11 0:00,心怡沈阳商超仓-整箱仓,仓储物流,36,0,36,0
ZRH(ZB)-1903-L01-B01-000-030,其他专业,2020/5/15 0:00,沈阳浑南分拨中心项目,仓储物流,11,0,10,1
ZRH(ZB)-1903-L01-B01-000-030,消防专业,2020/5/15 0:00,沈阳浑南分拨中心项目,仓储物流,1,1,0,0
ZRH(ZB)-1903-L01-B01-000-030,电气专业,2020/5/15 0:00,沈阳浑南分拨中心项目,仓储物流,13,3,10,0
ZRH(ZB)-1903-L01-B01-000-0301,其他专业,2020/5/18 0:00,淮安分拨中心,仓储物流,7,2,5,0
ZRH(ZB)-1903-L01-B01-000-0301,消防专业,2020/5/18 0:00,淮安分拨中心,仓储物流,12,2,6,2
ZRH(ZB)-1903-L01-B01-000-032,其他专业,2020/5/19 0:00,零售通宿迁城市仓,仓储物流,7,2,5,0
ZRH(ZB)-1903-L01-B01-000-032,消防专业,2020/5/19 0:00,零售通宿迁城市仓,仓储物流,25,5,17,3
ZRH(ZB)-1903-L01-B01-000-033,其他专业,2020/5/21 0:00,零售通南京城市仓,仓储物流,2,2,0,0
ZRH(ZB)-1903-L01-B01-000-033,消防专业,2020/5/21 0:00,零售通南京城市仓,仓储物流,10,1,5,4
ZRH(ZB)-1903-L01-B01-000-034,电气专业,2020/5/18 0:00,呼和浩特分拨中心项目,仓储物流,41,0,25,16
ZRH(ZB)-1903-L01-B01-000-035,在建专业,2020/5/19 0:00,零售通华北区域仓项目,仓储物流,21,0,0,21
ZRH(ZB)-1903-L01-B01-000-035,消防专业,2020/5/19 0:00,零售通华北区域仓项目,仓储物流,2,0,2,0
ZRH(ZB)-1903-L01-B01-000-035,电气专业,2020/5/19 0:00,零售通华北区域仓项目,仓储物流,24,0,24,0
ZRH(ZB)-1903-L01-B01-000-036,其他专业,2020/5/20 0:00,石家庄分拨中心项目,仓储物流,29,1,15,13
ZRH(ZB)-1903-L01-B01-000-036,消防专业,2020/5/20 0:00,石家庄分拨中心项目,仓储物流,1,0,0,1
ZRH(ZB)-1903-L01-B01-000-036,电气专业,2020/5/20 0:00,石家庄分拨中心项目,仓储物流,11,0,0,11
ZRH(ZB)-1903-L01-B01-000-038,其他专业,2020/5/25 0:00,基森G8-松江出口加工区南乐路99号,仓储物流,3,2,1,0
ZRH(ZB)-1903-L01-B01-000-038,消防专业,2020/5/25 0:00,基森G8-松江出口加工区南乐路99号,仓储物流,5,0,5,0
ZRH(ZB)-1903-L01-B01-000-039,其他专业,2020/5/25 0:00,基森G1-松江出口加工区三庄路288号,仓储物流,3,3,0,0
ZRH(ZB)-1903-L01-B01-000-040,其他专业,2020/5/26 0:00,基森GS-松江出口加工区茸华路355号,仓储物流,5,1,4,0
ZRH(ZB)-1903-L01-B01-000-040,消防专业,2020/5/26 0:00,基森GS-松江出口加工区茸华路355号,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-040,燃气专业,2020/5/26 0:00,基森GS-松江出口加工区茸华路355号,仓储物流,1,1,0,0
ZRH(ZB)-1903-L01-B01-000-041,其他专业,2020/5/26 0:00,基森G7-松江出口加工区茸华路268号,仓储物流,5,4,1,0
ZRH(ZB)-1903-L01-B01-000-041,消防专业,2020/5/26 0:00,基森G7-松江出口加工区茸华路268号,仓储物流,2,0,2,0
ZRH(ZB)-1903-L01-B01-000-042,其他专业,2020/5/26 0:00,基森G2-松江出口加工区茸江路120号,仓储物流,3,2,1,0
ZRH(ZB)-1903-L01-B01-000-042,消防专业,2020/5/26 0:00,基森G2-松江出口加工区茸江路120号,仓储物流,7,0,6,0
ZRH(ZB)-1903-L01-B01-000-043,其他专业,2020/5/27 0:00,捷利,仓储物流,17,8,9,0
ZRH(ZB)-1903-L01-B01-000-043,在建专业,2020/5/27 0:00,捷利,仓储物流,1,1,0,0
ZRH(ZB)-1903-L01-B01-000-043,消防专业,2020/5/27 0:00,捷利,仓储物流,10,1,9,0
ZRH(ZB)-1903-L01-B01-000-044,其他专业,2020/5/29 0:00,时丰,仓储物流,8,4,4,0
ZRH(ZB)-1903-L01-B01-000-044,水务专业,2020/5/29 0:00,时丰,仓储物流,4,4,0,0
ZRH(ZB)-1903-L01-B01-000-044,消防专业,2020/5/29 0:00,时丰,仓储物流,21,3,16,2
ZRH(ZB)-1903-L01-B01-000-044,燃气专业,2020/5/29 0:00,时丰,仓储物流,2,0,2,0
ZRH(ZB)-1903-L01-B01-000-045,其他专业,2020/5/30 0:00,北领,仓储物流,11,5,6,0
ZRH(ZB)-1903-L01-B01-000-045,水务专业,2020/5/30 0:00,北领,仓储物流,2,0,2,0
ZRH(ZB)-1903-L01-B01-000-045,消防专业,2020/5/30 0:00,北领,仓储物流,7,0,6,0
ZRH(ZB)-1903-L01-B01-000-046,其他专业,2020/5/23 0:00,富立高新仓项目,仓储物流,32,0,0,32
ZRH(ZB)-1903-L01-B01-000-046,消防专业,2020/5/23 0:00,富立高新仓项目,仓储物流,1,0,0,1
ZRH(ZB)-1903-L01-B01-000-046,电气专业,2020/5/23 0:00,富立高新仓项目,仓储物流,24,0,0,24
ZRH(ZB)-1903-L01-B01-000-048,其他专业,2020/5/26 0:00,宁波北仑保税仓SJC项目,仓储物流,11,1,0,10
ZRH(ZB)-1903-L01-B01-000-048,在建专业,2020/5/26 0:00,宁波北仑保税仓SJC项目,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-048,消防专业,2020/5/26 0:00,宁波北仑保税仓SJC项目,仓储物流,1,0,0,1
ZRH(ZB)-1903-L01-B01-000-048,电气专业,2020/5/26 0:00,宁波北仑保税仓SJC项目,仓储物流,36,0,1,35
ZRH(ZB)-1903-L01-B01-000-049,其他专业,2020/5/26 0:00,宁波正正报税A仓项目,仓储物流,17,0,0,17
ZRH(ZB)-1903-L01-B01-000-049,消防专业,2020/5/26 0:00,宁波正正报税A仓项目,仓储物流,1,0,0,1
ZRH(ZB)-1903-L01-B01-000-050,其他专业,2020/5/27 0:00,富立坡道仓项目,仓储物流,5,0,5,0
ZRH(ZB)-1903-L01-B01-000-050,在建专业,2020/5/27 0:00,富立坡道仓项目,仓储物流,4,4,0,0
ZRH(ZB)-1903-L01-B01-000-050,消防专业,2020/5/27 0:00,富立坡道仓项目,仓储物流,28,0,28,0
ZRH(ZB)-1903-L01-B01-000-050,电气专业,2020/5/27 0:00,富立坡道仓项目,仓储物流,1,0,0,1
ZRH(ZB)-1903-L01-B01-000-051,消防专业,2020/5/27 0:00,华东宁波丫丫保税仓项目,仓储物流,34,0,34,0
ZRH(ZB)-1903-L01-B01-000-051,电气专业,2020/5/27 0:00,华东宁波丫丫保税仓项目,仓储物流,6,0,6,0
ZRH(ZB)-1903-L01-B01-000-052,其他专业,2020/5/29 0:00,百世宁波北仑保税仓（庐山仓）项目,仓储物流,6,0,0,6
ZRH(ZB)-1903-L01-B01-000-052,消防专业,2020/5/29 0:00,百世宁波北仑保税仓（庐山仓）项目,仓储物流,1,0,0,1
ZRH(ZB)-1903-L01-B01-000-052,电梯专业,2020/5/29 0:00,百世宁波北仑保税仓（庐山仓）项目,仓储物流,1,1,0,0
ZRH(ZB)-1903-L01-B01-000-052,电气专业,2020/5/29 0:00,百世宁波北仑保税仓（庐山仓）项目,仓储物流,4,1,2,1
ZRH(ZB)-1903-L01-B01-000-053,其他专业,2020/5/29 0:00,宁兴宁波北仑保税仓项目,仓储物流,28,0,1,27
ZRH(ZB)-1903-L01-B01-000-053,在建专业,2020/5/29 0:00,宁兴宁波北仑保税仓项目,仓储物流,1,1,0,0
ZRH(ZB)-1903-L01-B01-000-053,消防专业,2020/5/29 0:00,宁兴宁波北仑保税仓项目,仓储物流,1,0,0,1
ZRH(ZB)-1903-L01-B01-000-053,电气专业,2020/5/29 0:00,宁兴宁波北仑保税仓项目,仓储物流,15,4,9,2
ZRH(ZB)-1903-L01-B01-000-054,其他专业,2020/5/29 0:00,宁波嘉里仓项目,仓储物流,4,0,2,2
ZRH(ZB)-1903-L01-B01-000-054,消防专业,2020/5/29 0:00,宁波嘉里仓项目,仓储物流,1,0,0,1
ZRH(ZB)-1903-L01-B01-000-054,电气专业,2020/5/29 0:00,宁波嘉里仓项目,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-055,其他专业,2020/5/29 0:00,富立易海仓,仓储物流,3,0,0,3
ZRH(ZB)-1903-L01-B01-000-055,消防专业,2020/5/29 0:00,富立易海仓,仓储物流,1,0,0,1
ZRH(ZB)-1903-L01-B01-000-055,电气专业,2020/5/29 0:00,富立易海仓,仓储物流,4,0,3,0
ZRH(ZB)-1903-L01-B01-000-056,其他专业,2020/6/7 0:00,慈溪北领跨境仓,仓储物流,108,36,45,12
ZRH(ZB)-1903-L01-B01-000-056,消防专业,2020/6/7 0:00,慈溪北领跨境仓,仓储物流,7,0,5,2
ZRH(ZB)-1903-L01-B01-000-056,电梯专业,2020/6/7 0:00,慈溪北领跨境仓,仓储物流,1,1,0,0
ZRH(ZB)-1903-L01-B01-000-056,电气专业,2020/6/7 0:00,慈溪北领跨境仓,仓储物流,17,0,9,6
ZRH(ZB)-1903-L01-B01-000-057,其他专业,2020/6/5 0:00,浙江金华物流园,仓储物流,56,6,1,49
ZRH(ZB)-1903-L01-B01-000-057,消防专业,2020/6/5 0:00,浙江金华物流园,仓储物流,26,3,19,4
ZRH(ZB)-1903-L01-B01-000-058,其他专业,2020/6/8 0:00,无锡空港物流园,仓储物流,98,17,0,80
ZRH(ZB)-1903-L01-B01-000-058,消防专业,2020/6/8 0:00,无锡空港物流园,仓储物流,3,0,0,3
ZRH(ZB)-1903-L01-B01-000-059,其他专业,2020/6/12 0:00,天津武清物流园,仓储物流,151,0,44,91
ZRH(ZB)-1903-L01-B01-000-059,在建专业,2020/6/12 0:00,天津武清物流园,仓储物流,2,2,0,0
ZRH(ZB)-1903-L01-B01-000-059,消防专业,2020/6/12 0:00,天津武清物流园,仓储物流,2,0,0,2
ZRH(ZB)-1903-L01-B01-000-060,电气专业,2020/6/15 0:00,沈阳浑南物流园,仓储物流,72,0,0,70
ZRH(ZB)-1903-L01-B01-000-065,消防专业,2020/8/25 0:00,上海嘉定物流园,仓储物流,33,0,33,0
ZRH(ZB)-1903-L01-B01-000-066,消防专业,2020/8/26 0:00,福建漳州物流园,仓储物流,33,3,16,14
ZRH(ZB)-1903-L01-B01-000-066,燃气专业,2020/8/26 0:00,福建漳州物流园,仓储物流,24,5,18,1
ZRH(ZB)-1903-L01-B01-000-066,电气专业,2020/8/26 0:00,福建漳州物流园,仓储物流,31,5,11,15
ZRH(ZB)-1903-L01-B01-000-067,消防专业,2020/8/28 0:00,泉州晋江物流园,仓储物流,32,1,29,2
ZRH(ZB)-1903-L01-B01-000-067,燃气专业,2020/8/28 0:00,泉州晋江物流园,仓储物流,16,2,13,1
ZRH(ZB)-1903-L01-B01-000-067,电气专业,2020/8/28 0:00,泉州晋江物流园,仓储物流,13,0,13,0
ZRH(ZB)-1903-L01-B01-000-068,消防专业,2020/8/28 0:00,浙江嘉兴物流园,仓储物流,88,0,88,0
ZRH(ZB)-1903-L01-B01-000-070,消防专业,2020/9/1 0:00,成都新都物流园,仓储物流,50,0,50,0
ZRH(ZB)-1903-L01-B01-000-071,消防专业,2020/9/3 0:00,成都双流物流园,仓储物流,51,0,51,0
ZRH(ZB)-1903-L01-B01-000-085,消防专业,2020/9/21 0:00,华东锡山邮政仓,仓储物流,19,10,8,1
ZRH(ZB)-1903-L01-B01-000-085,电气专业,2020/9/21 0:00,华东锡山邮政仓,仓储物流,2,2,0,0
ZRH(ZB)-1903-L01-B01-000-086,消防专业,2020/9/23 0:00,华东虎丘心怡仓,仓储物流,10,4,6,0
ZRH(ZB)-1903-L01-B01-000-086,电气专业,2020/9/23 0:00,华东虎丘心怡仓,仓储物流,3,2,1,0
ZRH(ZB)-1903-L01-B01-000-088,消防专业,2020/9/29 0:00,华东奉贤北领仓,仓储物流,36,11,22,3
ZRH(ZB)-1903-L01-B01-000-090,消防专业,2020/9/24 0:00,华东新吴心怡仓,仓储物流,11,8,3,0
ZRH(ZB)-1903-L01-B01-000-105,消防专业,2020/9/22 0:00,上海基森仓GS、G1,仓储物流,8,2,6,0
ZRH(ZB)-1903-L01-B01-000-105,电气专业,2020/9/22 0:00,上海基森仓GS、G1,仓储物流,3,0,2,1
ZRH(ZB)-1903-L01-B01-000-106,消防专业,2020/9/23 0:00,上海基森仓G8,仓储物流,7,4,3,0
ZRH(ZB)-1903-L01-B01-000-106,电气专业,2020/9/23 0:00,上海基森仓G8,仓储物流,5,2,2,1
ZRH(ZB)-1903-L01-B01-000-110,消防专业,2020/9/24 0:00,上海捷利货运仓,仓储物流,13,3,8,2
ZRH(ZB)-1903-L01-B01-000-110,电气专业,2020/9/24 0:00,上海捷利货运仓,仓储物流,5,0,4,1
ZRH(ZB)-1903-L01-B01-000-117,消防专业,2020/9/29 0:00,淮安配送中心(日日顺-清河-大家电),仓储物流,23,10,13,0
ZRH(ZB)-1903-L01-B01-000-124,消防专业,2020/9/25 0:00,菜鸟大件宿迁安得仓,仓储物流,7,4,3,0
ZRH(ZB)-1903-L01-B01-000-128,消防专业,2020/9/26 0:00,零售通宿迁城市仓,仓储物流,24,11,13,0
ZRH(ZB)-1903-L01-B01-000-129,消防专业,2020/9/22 0:00,零售通无锡城市仓,仓储物流,19,15,4,0
ZRH(ZB)-1903-L01-B01-000-131,消防专业,2020/9/28 0:00,淮安分拨中心,仓储物流,19,8,11,0
ZRH(ZB)-1903-L01-B01-000-143,消防专业,2020/9/22 0:00,上海基森仓G2,仓储物流,5,1,3,1
ZRH(ZB)-1903-L01-B01-000-143,电气专业,2020/9/22 0:00,上海基森仓G2,仓储物流,1,1,0,0
ZRH(ZB)-1903-L01-B01-000-151,消防专业,2020/10/12 0:00,心怡济南商超仓,仓储物流,19,4,14,1
ZRH(ZB)-1903-L01-B01-000-151,电气专业,2020/10/12 0:00,心怡济南商超仓,仓储物流,2,0,2,0
ZRH(ZB)-1903-L01-B01-000-152,消防专业,2020/10/14 0:00,百世物流北京顺义仓,仓储物流,9,4,5,0
ZRH(ZB)-1903-L01-B01-000-152,电气专业,2020/10/14 0:00,百世物流北京顺义仓,仓储物流,5,0,4,1
ZRH(ZB)-1903-L01-B01-000-153,消防专业,2020/10/17 0:00,心怡天津商超仓,仓储物流,26,6,18,2
ZRH(ZB)-1903-L01-B01-000-154,消防专业,2020/11/17 0:00,浙江绍兴市上虞区物流园,仓储物流,26,2,24,0
ZRH(ZB)-1903-L01-B01-000-154,电气专业,2020/11/17 0:00,浙江绍兴市上虞区物流园,仓储物流,6,0,6,0
ZRH(ZB)-1903-L01-B01-000-155,消防专业,2020/11/18 0:00,无锡空港物流园,仓储物流,32,0,32,0
ZRH(ZB)-1903-L01-B01-000-156,消防专业,2020/11/19 0:00,武汉黄陂物流园,仓储物流,29,0,29,0
ZRH(ZB)-1903-L01-B01-000-157,消防专业,2020/11/20 0:00,武汉江夏物流园,仓储物流,23,0,23,0
ZRH(ZB)-1903-L01-B01-000-158,消防专业,2020/11/21 0:00,郑州空港物流园,仓储物流,49,0,49,0
ZRH(ZB)-1903-L01-B01-000-158,电气专业,2020/11/21 0:00,郑州空港物流园,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-160,消防专业,2020/11/23 0:00,西安沣东物流园,仓储物流,39,1,38,0
ZRH(ZB)-1903-L01-B01-000-161,消防专业,2020/11/25 0:00,沈阳浑南物流园,仓储物流,50,0,50,0
ZRH(ZB)-1903-L01-B01-000-164,消防专业,2020/11/30 0:00,广州增城物流园,仓储物流,58,0,58,0
ZRH(ZB)-1903-L01-B01-000-165,消防专业,2020/11/21 0:00,郑州保税物流园,仓储物流,48,0,47,1
ZRH(ZB)-1903-L01-B01-000-165,电气专业,2020/11/21 0:00,郑州保税物流园,仓储物流,1,0,1,0
ZRH(ZB)-1904-L01-A01-000-005,其他专业,2020/5/13 0:00,西咸万象汇,综合体,45,22,20,0
ZRH(ZB)-1904-L01-A01-000-005,在建专业,2020/5/13 0:00,西咸万象汇,综合体,1,1,0,0
ZRH(ZB)-1904-L01-A01-000-005,暖通专业,2020/5/13 0:00,西咸万象汇,综合体,2,0,2,0
ZRH(ZB)-1904-L01-A01-000-005,燃气专业,2020/5/13 0:00,西咸万象汇,综合体,11,1,10,0
ZRH(ZB)-1904-L01-A01-000-005,电梯专业,2020/5/13 0:00,西咸万象汇,综合体,32,9,16,7
ZRH(ZB)-1904-L01-A01-000-006,其他专业,2020/5/19 0:00,重庆万象城,综合体,54,21,28,1
ZRH(ZB)-1904-L01-A01-000-006,水务专业,2020/5/19 0:00,重庆万象城,综合体,1,0,0,1
ZRH(ZB)-1904-L01-A01-000-006,燃气专业,2020/5/19 0:00,重庆万象城,综合体,9,1,8,0
ZRH(ZB)-1904-L01-A01-000-006,电梯专业,2020/5/19 0:00,重庆万象城,综合体,14,5,9,0
ZRH(ZB)-1904-L01-A01-000-007,其他专业,2020/5/22 0:00,弹子石万象汇,综合体,37,17,12,5
